id,Fairing Diameter,Fairing Height,Liftoff Thrust,Payload to GTO,Payload to LEO,Price,Rocket Height,Stages,Status,Strap-ons,base,company,date,link,status,title_1,title_2
6979,3.8 m,11.74 m,"2,993 kN","1,500 kg","4,200 kg",$64.68 million,46.97 m,3,Active,0,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",CASC,2022-06-27 15:46:00+00:00,/launches/details/6979,1,Long March 4C,Gaofen-12 03
6975,3.35 m,7.82 m,"2,962 kN","1,200 kg","3,500 kg",$29.75 million,40.77 m,2,Active,0,"LC-3, Xichang Satellite Launch Center, China",CASC,2022-06-23 02:22:00+00:00,/launches/details/6975,1,Long March 2D,Yaogan 35 Group 02
442,5.4 m,17.0 m,"15,120 kN","10,500 kg","21,000 kg",$200.0 million,53.0 m,2,Active,2,"ELA-3, Guiana Space Centre, French Guiana, France",Arianespace,2022-06-22 21:50:00+00:00,/launches/details/442,1,Ariane 5 ECA,Measat-3d & GSAT-24
6976,1.4 m,3.4 m,537 kN,0 kg,300 kg,$5.8 million,19.8 m,4,Active,0,"Site 95, Jiuquan Satellite Launch Center, China",CASIC,2022-06-22 02:08:00+00:00,/launches/details/6976,1,Kuaizhou 1A,Tianxing-1
6850,3.3 m,,"2,620 kN",550 kg,"1,500 kg",,47.5 m,3,Active,0,"LC-2, Naro Space Center, South Korea",KARI,2022-06-21 07:00:00+00:00,/launches/details/6850,1,KSLV-2,Test Flight 2
6968,5.2 m,13.0 m,"7,607 kN","8,300 kg","22,800 kg",$67.0 million,70.0 m,2,Active,0,"SLC-40, Cape Canaveral SFS, Florida, USA",SpaceX,2022-06-19 04:27:00+00:00,/launches/details/6968,1,Falcon 9 Block 5,Globalstar FM15 & USA 328 to 331
76,5.2 m,13.0 m,"7,607 kN","8,300 kg","22,800 kg",$67.0 million,70.0 m,2,Active,0,"SLC-4E, Vandenberg SFB, California, USA",SpaceX,2022-06-18 14:19:00+00:00,/launches/details/76,1,Falcon 9 Block 5,SARah 1
6799,5.2 m,13.0 m,"7,607 kN","8,300 kg","22,800 kg",$67.0 million,70.0 m,2,Active,0,"LC-39A, Kennedy Space Center, Florida, USA",SpaceX,2022-06-17 16:09:00+00:00,/launches/details/6799,1,Falcon 9 Block 5,Starlink Group 4-19
6122,,,133 kN,0 kg,204 kg,$2.5 million,11.6 m,2,Retired,0,"SLC-46, Cape Canaveral SFS, Florida, USA",Astra,2022-06-12 17:43:00+00:00,/launches/details/6122,0,Rocket 3,TROPICS Flight 1
3176,5.2 m,13.0 m,"7,607 kN","8,300 kg","22,800 kg",$67.0 million,70.0 m,2,Active,0,"SLC-40, Cape Canaveral SFS, Florida, USA",SpaceX,2022-06-08 21:04:00+00:00,/launches/details/3176,1,Falcon 9 Block 5,Nilesat-301
4352,3.6 m,19.11 m,"5,985 kN",0 kg,"8,600 kg",,58.34 m,2,Active,4,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",CASC,2022-06-05 02:44:00+00:00,/launches/details/4352,1,Long March 2F/G,Shenzhou 14
6946,,,490 kN,0 kg,0 kg,,18.0 m,2,Active,0,"Launch Site One, West Texas, Texas, USA",Blue Origin,2022-06-04 13:25:00+00:00,/launches/details/6946,1,New Shepard,NS-21
4098,4.11 m,15.59 m,"4,550 kN",0 kg,"7,500 kg",$17.42 million,51.38 m,3,Active,4,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2022-06-03 09:32:00+00:00,/launches/details/4098,1,Soyuz 2.1a,Progress MS-20
6964,3.35 m,5.84 m,"2,962 kN","1,000 kg","2,500 kg",$30.8 million,34.65 m,2,Active,0,"LC-3, Xichang Satellite Launch Center, China",CASC,2022-06-02 04:00:00+00:00,/launches/details/6964,1,Long March 2C,Geely Constellation Group 01
6804,5.2 m,13.0 m,"7,607 kN","8,300 kg","22,800 kg",$67.0 million,70.0 m,2,Active,0,"SLC-40, Cape Canaveral SFS, Florida, USA",SpaceX,2022-05-25 18:35:00+00:00,/launches/details/6804,1,Falcon 9 Block 5,Transporter 5
6949,3.35 m,8.37 m,"2,962 kN","1,000 kg","2,850 kg",$30.8 million,38.83 m,3,Active,0,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",CASC,2022-05-20 10:30:00+00:00,/launches/details/6949,1,Long March 2C/YZ-1S,RSW-04 - 06
4105,,,"7,152 kN",,"13,000 kg",,,2,Active,2,"SLC-41, Cape Canaveral SFS, Florida, USA",ULA,2022-05-19 22:54:00+00:00,/launches/details/4105,1,Atlas V N22,Starliner OFT-2
356,4.11 m,15.59 m,"4,550 kN",0 kg,"7,500 kg",$17.42 million,51.38 m,3,Active,4,"Site 43/4, Plesetsk Cosmodrome, Russia",VKS RF,2022-05-19 08:03:00+00:00,/launches/details/356,1,Soyuz 2.1a,Cosmos 2556
6935,5.2 m,13.0 m,"7,607 kN","8,300 kg","22,800 kg",$67.0 million,70.0 m,2,Active,0,"LC-39A, Kennedy Space Center, Florida, USA",SpaceX,2022-05-18 10:59:00+00:00,/launches/details/6935,1,Falcon 9 Block 5,Starlink Group 4-18
6920,5.2 m,13.0 m,"7,607 kN","8,300 kg","22,800 kg",$67.0 million,70.0 m,2,Active,0,"SLC-40, Cape Canaveral SFS, Florida, USA",SpaceX,2022-05-14 20:40:00+00:00,/launches/details/6920,1,Falcon 9 Block 5,Starlink Group 4-15
6795,5.2 m,13.0 m,"7,607 kN","8,300 kg","22,800 kg",$67.0 million,70.0 m,2,Active,0,"SLC-4E, Vandenberg SFB, California, USA",SpaceX,2022-05-13 22:07:00+00:00,/launches/details/6795,1,Falcon 9 Block 5,Starlink Group 4-13
6877,1.2 m,2.2 m,557 kN,0 kg,300 kg,,21.0 m,4,Active,0,"Site 95, Jiuquan Satellite Launch Center, China",i-Space,2022-05-13 07:09:00+00:00,/launches/details/6877,0,Hyperbola-1,Jilin-1 Mofang-01A(R)
4350,4.2 m,12.4 m,"7,128 kN","5,500 kg","13,500 kg",,53.1 m,2,Active,4,"LC-201, Wenchang Satellite Launch Center, China",CASC,2022-05-09 17:56:00+00:00,/launches/details/4350,1,Long March 7,Tianzhou 4
6922,5.2 m,13.0 m,"7,607 kN","8,300 kg","22,800 kg",$67.0 million,70.0 m,2,Active,0,"LC-39A, Kennedy Space Center, Florida, USA",SpaceX,2022-05-06 09:42:00+00:00,/launches/details/6922,1,Falcon 9 Block 5,Starlink Group 4-17
6942,3.35 m,7.82 m,"2,962 kN","1,200 kg","3,500 kg",$29.75 million,40.77 m,2,Active,0,"LC-9, Taiyuan Satellite Launch Center, China",CASC,2022-05-05 02:38:00+00:00,/launches/details/6942,1,Long March 2D,Jilin-1 Wideband-01C & High Resolution 03D-27 to 33
6925,1.2 m,2.5 m,225 kN,,320 kg,$7.5 million,17.0 m,3,Active,0,"Rocket Lab LC-1A, Māhia Peninsula, New Zealand",Rocket Lab,2022-05-02 22:49:00+00:00,/launches/details/6925,1,Electron/Curie,There and Back Again
6934,2.0 m,5.0 m,"1,176 kN",0 kg,700 kg,$5.3 million,20.8 m,4,Active,0,"Tai Rui Barge (Area 2), Yellow Sea",CASC,2022-04-30 03:30:00+00:00,/launches/details/6934,1,Long March 11H,Jilin-1 Gaofen 03D-04 to 07 & 04A
6911,5.2 m,13.0 m,"7,607 kN","8,300 kg","22,800 kg",$67.0 million,70.0 m,2,Active,0,"SLC-40, Cape Canaveral SFS, Florida, USA",SpaceX,2022-04-29 21:27:00+00:00,/launches/details/6911,1,Falcon 9 Block 5,Starlink Group 4-16
5654,3.0 m,9.9 m,"1,922 kN",0 kg,"3,800 kg",,42.4 m,2,Active,0,"Site 35/1, Plesetsk Cosmodrome, Russia",VKS RF,2022-04-29 19:55:00+00:00,/launches/details/5654,1,Angara 1.2,Cosmos 2555
6941,3.35 m,5.84 m,"2,962 kN","1,000 kg","2,500 kg",$30.8 million,34.65 m,2,Active,0,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",CASC,2022-04-29 04:11:00+00:00,/launches/details/6941,1,Long March 2C,SuperView Neo 1-01 & 02
4749,5.2 m,13.0 m,"7,607 kN","8,300 kg","22,800 kg",$67.0 million,70.0 m,2,Active,0,"LC-39A, Kennedy Space Center, Florida, USA",SpaceX,2022-04-27 07:52:00+00:00,/launches/details/4749,1,Falcon 9 Block 5,SpaceX Crew-4
5333,5.2 m,13.0 m,"7,607 kN","8,300 kg","22,800 kg",$67.0 million,70.0 m,2,Active,0,"SLC-40, Cape Canaveral SFS, Florida, USA",SpaceX,2022-04-21 17:51:00+00:00,/launches/details/5333,1,Falcon 9 Block 5,Starlink Group 4-14
1150,5.2 m,13.0 m,"7,607 kN","8,300 kg","22,800 kg",$67.0 million,70.0 m,2,Active,0,"SLC-4E, Vandenberg SFB, California, USA",SpaceX,2022-04-17 13:13:00+00:00,/launches/details/1150,1,Falcon 9 Block 5,NROL-85
6887,3.8 m,11.74 m,"2,993 kN","1,500 kg","4,200 kg",$64.68 million,46.97 m,3,Active,0,"LC-9, Taiyuan Satellite Launch Center, China",CASC,2022-04-15 18:16:00+00:00,/launches/details/6887,1,Long March 4C,Daqi-1 (AEMS)
6932,4.2 m,9.56 m,"5,986 kN","5,550 kg","11,500 kg",$29.15 million,56.3 m,3,Active,4,"LC-2, Xichang Satellite Launch Center, China",CASC,2022-04-15 12:00:00+00:00,/launches/details/6932,1,Long March 3B/E,ChinaSat 6D
3954,5.2 m,13.0 m,"7,607 kN","8,300 kg","22,800 kg",$67.0 million,70.0 m,2,Active,0,"LC-39A, Kennedy Space Center, Florida, USA",SpaceX,2022-04-08 15:17:00+00:00,/launches/details/3954,1,Falcon 9 Block 5,Axiom Mission 1 (Ax-1)
6924,4.11 m,8.36 m,"4,550 kN",0 kg,"8,020 kg",$20.0 million,44.08 m,3,Active,4,"Site 43/3, Plesetsk Cosmodrome, Russia",VKS RF,2022-04-07 11:20:00+00:00,/launches/details/6924,1,Soyuz 2.1b,Cosmos 2554
6921,3.8 m,11.74 m,"2,993 kN","1,500 kg","4,200 kg",$64.68 million,46.97 m,3,Active,0,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",CASC,2022-04-06 23:47:00+00:00,/launches/details/6921,1,Long March 4C,Gaofen-3 03
6889,1.2 m,2.5 m,225 kN,,320 kg,$7.5 million,17.0 m,3,Active,0,"Rocket Lab LC-1A, Māhia Peninsula, New Zealand",Rocket Lab,2022-04-02 12:41:00+00:00,/launches/details/6889,1,Electron/Curie,Without Mission a Beat
6751,5.2 m,13.0 m,"7,607 kN","8,300 kg","22,800 kg",$67.0 million,70.0 m,2,Active,0,"SLC-40, Cape Canaveral SFS, Florida, USA",SpaceX,2022-04-01 16:24:00+00:00,/launches/details/6751,1,Falcon 9 Block 5,Transporter 4
6903,,,490 kN,0 kg,0 kg,,18.0 m,2,Active,0,"Launch Site One, West Texas, Texas, USA",Blue Origin,2022-03-31 13:58:00+00:00,/launches/details/6903,1,New Shepard,NS-20
6918,2.0 m,5.0 m,"1,176 kN",2 kg,530 kg,$5.3 million,20.8 m,4,Active,0,"Site 95, Jiuquan Satellite Launch Center, China",CASC,2022-03-30 02:29:00+00:00,/launches/details/6918,1,Long March 11,Tianping-2 A to C
5647,4.2 m,5.7 m,"7,230 kN",,"4,000 kg",,50.0 m,2,Active,4,"LC-9A, Taiyuan Satellite Launch Center, China",CASC,2022-03-29 09:50:00+00:00,/launches/details/5647,1,Long March 6A,Pujiang-2 & Tiankun-2
6905,4.11 m,10.2 m,"4,550 kN","2,810 kg","7,020 kg",$23.0 million,46.94 m,4,Active,4,"Site 43/3, Plesetsk Cosmodrome, Russia",VKS RF,2022-03-22 12:48:00+00:00,/launches/details/6905,1,Soyuz 2.1a/Fregat-M,Meridian-M n°20L
5334,5.2 m,13.0 m,"7,607 kN","8,300 kg","22,800 kg",$67.0 million,70.0 m,2,Active,0,"SLC-40, Cape Canaveral SFS, Florida, USA",SpaceX,2022-03-19 04:42:00+00:00,/launches/details/5334,1,Falcon 9 Block 5,Starlink Group 4-12
2972,4.11 m,15.59 m,"4,550 kN",0 kg,"7,500 kg",$17.42 million,51.38 m,3,Active,4,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2022-03-18 15:55:00+00:00,/launches/details/2972,1,Soyuz 2.1a,Soyuz MS-21
6904,3.8 m,11.74 m,"2,993 kN","1,500 kg","4,200 kg",$64.68 million,46.97 m,3,Active,0,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",CASC,2022-03-17 07:09:00+00:00,/launches/details/6904,1,Long March 4C,Yaogan 34-02
6895,,,133 kN,0 kg,204 kg,$2.5 million,11.6 m,2,Retired,0,"LP-3B, Pacific Spaceport Complex, Kodiak, Alaska, USA",Astra,2022-03-15 16:22:00+00:00,/launches/details/6895,1,Rocket 3,Spaceflight Astra-1
5340,5.2 m,13.0 m,"7,607 kN","8,300 kg","22,800 kg",$67.0 million,70.0 m,2,Active,0,"SLC-40, Cape Canaveral SFS, Florida, USA",SpaceX,2022-03-09 13:45:00+00:00,/launches/details/5340,1,Falcon 9 Block 5,Starlink Group 4-10
6902,1.0 m,2.6 m,280 kN,0 kg,80 kg,,18.6 m,3,Active,0,"Launch Platform, Shahrud Missile Test Site, Iran",IRGC,2022-03-08 05:06:00+00:00,/launches/details/6902,1,Qased,Nour 2
6891,3.35 m,5.84 m,"2,962 kN","1,000 kg","2,500 kg",$30.8 million,34.65 m,2,Active,0,"LC-3, Xichang Satellite Launch Center, China",CASC,2022-03-05 06:01:00+00:00,/launches/details/6891,1,Long March 2C,Yinhe-1 (x6) & Others
5335,5.2 m,13.0 m,"7,607 kN","8,300 kg","22,800 kg",$67.0 million,70.0 m,2,Active,0,"LC-39A, Kennedy Space Center, Florida, USA",SpaceX,2022-03-03 14:25:00+00:00,/launches/details/5335,1,Falcon 9 Block 5,Starlink Group 4-9
2668,5.4 m,26.5 m,"10,478 kN","8,290 kg","17,410 kg",$145.0 million,62.2 m,2,Active,4,"SLC-41, Cape Canaveral SFS, Florida, USA",ULA,2022-03-01 21:38:00+00:00,/launches/details/2668,1,Atlas V 541,GOES-T (GOES-18)
6896,1.2 m,2.5 m,225 kN,,320 kg,$7.5 million,17.0 m,3,Active,0,"Rocket Lab LC-1B, Māhia Peninsula, New Zealand",Rocket Lab,2022-02-28 20:37:00+00:00,/launches/details/6896,1,Electron/Curie,The Owl’s Night Continues
3082,4.0 m,12.1 m,"2,452 kN","1,400 kg","3,000 kg",$27.0 million,50.0 m,2,Active,0,"LC-201, Wenchang Satellite Launch Center, China",CASC,2022-02-27 03:06:00+00:00,/launches/details/3082,1,Long March 8 (Core Only),"Hainan-1, Jilin Gaofen-03D & Others"
6893,3.8 m,11.74 m,"2,993 kN","1,500 kg","4,200 kg",$64.68 million,46.97 m,3,Active,0,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",CASC,2022-02-26 23:44:00+00:00,/launches/details/6893,1,Long March 4C,L-SAR 01B
6800,5.2 m,13.0 m,"7,607 kN","8,300 kg","22,800 kg",$67.0 million,70.0 m,2,Active,0,"SLC-4E, Vandenberg SFB, California, USA",SpaceX,2022-02-25 17:12:00+00:00,/launches/details/6800,1,Falcon 9 Block 5,Starlink Group 4-11
5336,5.2 m,13.0 m,"7,607 kN","8,300 kg","22,800 kg",$67.0 million,70.0 m,2,Active,0,"SLC-40, Cape Canaveral SFS, Florida, USA",SpaceX,2022-02-21 14:44:00+00:00,/launches/details/5336,1,Falcon 9 Block 5,Starlink Group 4-8
5660,3.9 m,9.9 m,"3,844 kN",,"8,000 kg",$85.0 million,42.5 m,2,Active,0,"LP-0A, Wallops Flight Facility, Virginia, USA",Northrop,2022-02-19 17:40:00+00:00,/launches/details/5660,1,Antares 230+,CRS NG-17
4097,4.11 m,15.59 m,"4,550 kN",0 kg,"7,500 kg",$17.42 million,51.38 m,3,Active,4,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2022-02-15 04:25:00+00:00,/launches/details/4097,1,Soyuz 2.1a,Progress MS-19
2023,3.2 m,8.3 m,"7,661 kN","1,410 kg","3,250 kg",$31.0 million,44.0 m,4,Active,6,"First Launch Pad, Satish Dhawan Space Centre, India",ISRO,2022-02-14 00:29:00+00:00,/launches/details/2023,1,PSLV-XL,EOS-04 & Others
6873,,,133 kN,0 kg,204 kg,$2.5 million,11.6 m,2,Retired,0,"SLC-46, Cape Canaveral SFS, Florida, USA",Astra,2022-02-10 20:00:00+00:00,/launches/details/6873,0,Rocket 3,VCLS Demo-2A
2947,4.11 m,11.43 m,"4,317 kN","3,250 kg","9,000 kg",$30.0 million,46.94 m,4,Active,4,"ELS, Guiana Space Centre, French Guiana, France",Arianespace,2022-02-10 18:09:00+00:00,/launches/details/2947,1,Soyuz ST-B/Fregat-MT,OneWeb #13
2289,4.11 m,10.2 m,"4,550 kN","2,810 kg","7,020 kg",$23.0 million,46.94 m,4,Active,4,"Site 43/4, Plesetsk Cosmodrome, Russia",VKS RF,2022-02-05 07:00:00+00:00,/launches/details/2289,1,Soyuz 2.1a/Fregat-M,Cosmos 2553
5338,5.2 m,13.0 m,"7,607 kN","8,300 kg","22,800 kg",$67.0 million,70.0 m,2,Active,0,"LC-39A, Kennedy Space Center, Florida, USA",SpaceX,2022-02-03 18:13:00+00:00,/launches/details/5338,1,Falcon 9 Block 5,Starlink Group 4-7
1149,5.2 m,13.0 m,"7,607 kN","8,300 kg","22,800 kg",$67.0 million,70.0 m,2,Active,0,"SLC-4E, Vandenberg SFB, California, USA",SpaceX,2022-02-02 20:27:00+00:00,/launches/details/1149,1,Falcon 9 Block 5,NROL-87
418,5.2 m,13.0 m,"7,607 kN","8,300 kg","22,800 kg",$67.0 million,70.0 m,2,Active,0,"SLC-40, Cape Canaveral SFS, Florida, USA",SpaceX,2022-01-31 23:11:00+00:00,/launches/details/418,1,Falcon 9 Block 5,CSG-2
6892,3.8 m,11.74 m,"2,993 kN","1,500 kg","4,200 kg",$64.68 million,46.97 m,3,Active,0,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",CASC,2022-01-25 23:44:00+00:00,/launches/details/6892,1,Long March 4C,L-SAR 01A
398,5.4 m,26.5 m,"5,489 kN","5,250 kg","11,000 kg",$130.0 million,62.2 m,2,Retired,1,"SLC-41, Cape Canaveral SFS, Florida, USA",ULA,2022-01-21 19:00:00+00:00,/launches/details/398,1,Atlas V 511,GSSAP 5 & 6 (USSF-8)
5337,5.2 m,13.0 m,"7,607 kN","8,300 kg","22,800 kg",$67.0 million,70.0 m,2,Active,0,"LC-39A, Kennedy Space Center, Florida, USA",SpaceX,2022-01-19 02:02:00+00:00,/launches/details/5337,1,Falcon 9 Block 5,Starlink Group 4-6
6888,3.35 m,7.82 m,"2,962 kN","1,200 kg","3,500 kg",$29.75 million,40.77 m,2,Active,0,"LC-9, Taiyuan Satellite Launch Center, China",CASC,2022-01-17 02:35:00+00:00,/launches/details/6888,1,Long March 2D,Shiyan 13
6843,1.3 m,,,,500 kg,$12.0 million,16.0 m,2,Active,0,"Cosmic Girl, Mojave Air and Space Port, California, USA",Virgin Orbit,2022-01-13 22:52:00+00:00,/launches/details/6843,1,LauncherOne,STP-27VPB/Above the Clouds
2581,5.2 m,13.0 m,"7,607 kN","8,300 kg","22,800 kg",$67.0 million,70.0 m,2,Active,0,"SLC-40, Cape Canaveral SFS, Florida, USA",SpaceX,2022-01-13 15:25:00+00:00,/launches/details/2581,1,Falcon 9 Block 5,Transporter 3
5339,5.2 m,13.0 m,"7,607 kN","8,300 kg","22,800 kg",$67.0 million,70.0 m,2,Active,0,"LC-39A, Kennedy Space Center, Florida, USA",SpaceX,2022-01-06 21:49:00+00:00,/launches/details/5339,1,Falcon 9 Block 5,Starlink Group 4-5
6886,1.5 m,3.2 m,"1,333 kN",0 kg,350 kg,,26.5 m,3,Active,0,"Imam Khomeini Spaceport, Semnan Space Center, Iran",ISA,2021-12-30 03:30:00+00:00,/launches/details/6886,0,Simorgh,3 Unknown payloads
6882,4.2 m,9.56 m,"5,986 kN","5,550 kg","11,500 kg",$29.15 million,56.3 m,3,Active,4,"LC-2, Xichang Satellite Launch Center, China",CASC,2021-12-29 16:43:00+00:00,/launches/details/6882,1,Long March 3B/E,TJSW-9
6885,3.35 m,7.82 m,"2,962 kN","1,200 kg","3,500 kg",$29.75 million,40.77 m,2,Active,0,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",CASC,2021-12-29 11:13:00+00:00,/launches/details/6885,1,Long March 2D,Tianhui 4
4924,4.35 m,15.2 m,"9,610 kN","5,400 kg","23,000 kg",$100.0 million,55.4 m,3,Active,4,"Site 35/1, Plesetsk Cosmodrome, Russia",VKS RF,2021-12-27 19:00:00+00:00,/launches/details/4924,0,Angara A5/Persey,MGM n°3
2955,4.11 m,11.43 m,"4,550 kN","3,000 kg","7,500 kg",$25.0 million,46.94 m,4,Active,4,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Starsem,2021-12-27 13:10:00+00:00,/launches/details/2955,1,Soyuz 2.1b/Fregat,OneWeb #12
6878,3.8 m,11.74 m,"2,993 kN","1,500 kg","4,200 kg",$64.68 million,46.97 m,3,Active,0,"LC-9, Taiyuan Satellite Launch Center, China",CASC,2021-12-26 03:11:00+00:00,/launches/details/6878,1,Long March 4C,Ziyuan-1 02E & CAS-9
439,5.4 m,17.0 m,"15,120 kN","10,500 kg","21,000 kg",$200.0 million,53.0 m,2,Active,2,"ELA-3, Guiana Space Centre, French Guiana, France",Arianespace,2021-12-25 12:20:00+00:00,/launches/details/439,1,Ariane 5 ECA,James Webb Space Telescope (JWST)
6855,4.2 m,12.4 m,"7,128 kN","7,000 kg","12,000 kg",,58.0 m,3,Active,4,"LC-201, Wenchang Satellite Launch Center, China",CASC,2021-12-23 10:12:00+00:00,/launches/details/6855,1,Long March 7A,Shiyan 12-01 & 02
4086,4.07 m,12.0 m,,"6,000 kg","15,000 kg",,,2,Active,4,"LA-Y1, Tanegashima Space Center, Japan",MHI,2021-12-22 15:32:00+00:00,/launches/details/4086,1,H-IIA 204,Inmarsat I-6 F1
4748,5.2 m,13.0 m,"7,607 kN","8,300 kg","22,800 kg",$67.0 million,70.0 m,2,Active,0,"LC-39A, Kennedy Space Center, Florida, USA",SpaceX,2021-12-21 10:07:00+00:00,/launches/details/4748,1,Falcon 9 Block 5,CRS SpX-24
104,5.2 m,13.0 m,"7,607 kN","8,300 kg","22,800 kg",$67.0 million,70.0 m,2,Active,0,"SLC-40, Cape Canaveral SFS, Florida, USA",SpaceX,2021-12-19 03:58:00+00:00,/launches/details/104,1,Falcon 9 Block 5,Türksat 5B
6798,5.2 m,13.0 m,"7,607 kN","8,300 kg","22,800 kg",$67.0 million,70.0 m,2,Active,0,"SLC-4E, Vandenberg SFB, California, USA",SpaceX,2021-12-18 12:41:00+00:00,/launches/details/6798,1,Falcon 9 Block 5,Starlink Group 4-4
6876,1.4 m,3.4 m,537 kN,0 kg,300 kg,$5.8 million,19.8 m,4,Active,0,"Site 95, Jiuquan Satellite Launch Center, China",ExPace,2021-12-15 02:00:00+00:00,/launches/details/6876,0,Kuaizhou 1A,GeeSAT-1A & 1B
6874,4.2 m,9.56 m,"5,986 kN","5,550 kg","11,500 kg",$29.15 million,56.3 m,3,Active,4,"LC-3, Xichang Satellite Launch Center, China",CASC,2021-12-13 16:09:00+00:00,/launches/details/6874,1,Long March 3B/E,Tianlian-2-02
4104,4.35 m,15.26 m,"10,027 kN","6,900 kg","21,000 kg",$65.0 million,58.18 m,4,Active,0,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2021-12-13 12:07:00+00:00,/launches/details/4104,0,Proton-M/Briz-M,Ekspress-AMU3 & AMU7
6863,,,490 kN,0 kg,0 kg,,18.0 m,2,Active,0,"Launch Site One, West Texas, Texas, USA",Blue Origin,2021-12-11 15:00:00+00:00,/launches/details/6863,1,New Shepard,NS-19
6872,3.8 m,11.74 m,"2,993 kN","1,500 kg","4,200 kg",$64.68 million,46.97 m,3,Active,0,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",CASC,2021-12-10 00:11:00+00:00,/launches/details/6872,1,Long March 4B,Shijian 6 Group 05
2173,5.2 m,13.0 m,"7,607 kN","8,300 kg","22,800 kg",$67.0 million,70.0 m,2,Active,0,"LC-39A, Kennedy Space Center, Florida, USA",SpaceX,2021-12-09 06:00:00+00:00,/launches/details/2173,1,Falcon 9 Block 5,IXPE
6848,1.2 m,2.5 m,225 kN,,320 kg,$7.5 million,17.0 m,3,Active,0,"Rocket Lab LC-1A, Māhia Peninsula, New Zealand",Rocket Lab,2021-12-09 00:02:00+00:00,/launches/details/6848,1,Electron/Curie,A Data With Destiny
2971,4.11 m,15.59 m,"4,550 kN",0 kg,"7,500 kg",$17.42 million,51.38 m,3,Active,4,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2021-12-08 07:38:00+00:00,/launches/details/2971,1,Soyuz 2.1a,Soyuz MS-20 / Space Adventures
390,5.4 m,26.5 m,"12,141 kN","8,900 kg","18,850 kg",$153.0 million,62.2 m,2,Active,5,"SLC-41, Cape Canaveral SFS, Florida, USA",ULA,2021-12-07 10:19:00+00:00,/launches/details/390,1,Atlas V 551,STP-3
6870,1.28 m,2.6 m,588 kN,0 kg,350 kg,$4.9 million,19.0 m,4,Active,0,"Site 95, Jiuquan Satellite Launch Center, China",Galactic Energy,2021-12-07 04:12:00+00:00,/launches/details/6870,1,Ceres-1,Keep On Moving
4090,4.11 m,11.43 m,"4,317 kN","3,250 kg","9,000 kg",$30.0 million,46.94 m,4,Active,4,"ELS, Guiana Space Centre, French Guiana, France",Arianespace,2021-12-05 00:19:00+00:00,/launches/details/4090,1,Soyuz ST-B/Fregat-MT,Galileo FOC FM23-FM24
5342,5.2 m,13.0 m,"7,607 kN","8,300 kg","22,800 kg",$67.0 million,70.0 m,2,Active,0,"SLC-40, Cape Canaveral SFS, Florida, USA",SpaceX,2021-12-02 23:12:00+00:00,/launches/details/5342,1,Falcon 9 Block 5,Starlink Group 4-3 & BlackSky
6856,4.2 m,9.56 m,"5,986 kN","5,550 kg","11,500 kg",$29.15 million,56.3 m,3,Active,4,"LC-2, Xichang Satellite Launch Center, China",CASC,2021-11-26 16:40:00+00:00,/launches/details/6856,1,Long March 3B/E,ChinaSat 1D
6145,4.11 m,11.43 m,"4,550 kN","3,000 kg","7,500 kg",$25.0 million,46.94 m,4,Active,4,"Site 43/4, Plesetsk Cosmodrome, Russia",VKS RF,2021-11-25 01:09:00+00:00,/launches/details/6145,1,Soyuz 2.1b/Fregat,Cosmos 2552
5760,1.4 m,3.4 m,537 kN,0 kg,300 kg,$5.8 million,19.8 m,4,Active,0,"Site 95, Jiuquan Satellite Launch Center, China",ExPace,2021-11-24 23:41:00+00:00,/launches/details/5760,1,Kuaizhou 1A,Shiyan 11
959,4.11 m,8.36 m,"4,550 kN",0 kg,"8,020 kg",$20.0 million,44.08 m,3,Active,4,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2021-11-24 13:06:00+00:00,/launches/details/959,1,Soyuz 2.1b,Progress M-UM Prichal
1373,5.2 m,13.0 m,"7,607 kN","8,300 kg","22,800 kg",$67.0 million,70.0 m,2,Active,0,"SLC-4E, Vandenberg SFB, California, USA",SpaceX,2021-11-24 06:21:00+00:00,/launches/details/1373,1,Falcon 9 Block 5,DART
6862,3.8 m,11.74 m,"2,993 kN","1,500 kg","4,200 kg",$64.68 million,46.97 m,3,Active,0,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",CASC,2021-11-22 23:45:00+00:00,/launches/details/6862,1,Long March 4C,Gaofen-3 02
